,property_name,link,area,address
284,6 Bedroom House for sale in Surat Nagar Phase 2,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-phase-2-gurgaon-50-sq-ft-spid-B69764590,(5 sq.m.) Plot Area,"814, Surat Nagar Phase 2, Gurgaon, Haryana"
285,6 Bedroom House for sale in Sector 11 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-11-gurgaon-2700-sq-ft-r1-spid-G64896376,(251 sq.m.) Plot Area,"4/145, Sector 11 Gurgaon, Gurgaon, Haryana"
286,5 Bedroom House for sale in Vishnu Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vishnu-garden-gurgaon-3500-sq-ft-spid-Y69750790,(325 sq.m.) Built-up Area,"Vishnu Garden, Sector 105, Vishnu Garden, Gurgaon, Haryana"
287,3 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-2160-sq-ft-spid-J69745426,(201 sq.m.) Plot Area,"Sushant Lok Phase 3, Gurgaon, Haryana"
288,4 Bedroom House for sale in Near Khandsa Road,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-720-sq-ft-r1-spid-Y63049276,(67 sq.m.) Plot Area,"510/20, Near Khandsa Road, Gurgaon, Haryana"
289,2 Bedroom House for sale in Devilal Colony,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-devilal-colony-gurgaon-297-sq-ft-spid-U69720456,(28 sq.m.) Carpet Area,"Devilal Colony, Sector 9, Basai Road, Devilal Colony, Gurgaon, Haryana"
290,9 Bedroom House for sale in Sheetla Colony,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sheetla-colony-gurgaon-220-sq-ft-spid-Q69720450,(20 sq.m.) Built-up Area,"Sheetla Colony, Sheetla Colony, Gurgaon, Haryana"
291,5 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-477-sq-ft-spid-J69670098,(44 sq.m.) Built-up Area,"Laxman Vihar, Sector 3a, Laxman Vihar, Gurgaon, Haryana"
292,6 Bedroom House for sale in Farukhnagar,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-farukhnagar-gurgaon-906-sq-ft-r1-spid-H67063906,(84 sq.m.) Plot Area,"Ward No 9, Farukhnagar, Gurgaon, Haryana"
293,10 Bedroom House for sale in Ravi Nagar,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-ravi-nagar-gurgaon-1431-sq-ft-spid-J69656828,(133 sq.m.) Plot Area,"Ravi Nagar, Gurgaon, Haryana"
294,1 Bedroom House for sale in Mianwali Colony,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-mianwali-colony-gurgaon-1800-sq-ft-spid-M69654546,(167 sq.m.) Carpet Area,"Mianwali Colony, Sector 12a, Mianwali Colony, Gurgaon, Haryana"
295,2 Bedroom House for sale in Sector 8 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-8-gurgaon-800-sq-ft-spid-P69650298,(74 sq.m.) Built-up Area,"Sector 8 Gurgaon, Gurgaon, Haryana"
296,3 Bedroom House for sale in Dharam Colony,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dharam-colony-gurgaon-1000-sq-ft-spid-U69650258,(93 sq.m.) Carpet Area,"Dharam Colony, Gurgaon, Haryana"
297,4 Bedroom House for sale in Palam Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-2997-sq-ft-spid-X69650252,(278 sq.m.) Built-up Area,"Palam Vihar, Palam Vihar, Gurgaon, Haryana"
298,4 Bedroom House for sale in Sector 55 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-55-gurgaon-1500-sq-ft-spid-N69650234,(139 sq.m.) Built-up Area,"Sector 55, Sector 55 Gurgaon, Gurgaon, Haryana"
299,4 Bedroom House for sale in Part 3 Sector 5 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-part-3-sector-5-gurgaon-1652-sq-ft-spid-Q69635048,(153 sq.m.) Plot Area,"Part 3 Sector 5 Gurgaon, Gurgaon, Haryana"
300,1 Bedroom House for sale in Sohna,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sohna-gurgaon-297-sq-ft-spid-H69618242,(28 sq.m.) Plot Area,"Sohna, Gurgaon, Haryana"
301,3 Bedroom House for sale in Sector 38 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-38-gurgaon-1440-sq-ft-spid-D69615290,(134 sq.m.) Carpet Area,"Sector 38, Sector 38 Gurgaon, Gurgaon, Haryana"
302,4 Bedroom House for sale in Saraswati Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-vihar-gurgaon-1300-sq-ft-spid-L69614906,(121 sq.m.) Carpet Area,"Saraswati Vihar, Sector 28, Saraswati Vihar, Gurgaon, Haryana"
303,4 Bedroom House for sale in Sector 63 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-63-gurgaon-3950-sq-ft-spid-I69614902,(367 sq.m.) Built-up Area,"Sector 63, Sector 63 Gurgaon, Gurgaon, Haryana"
304,7 Bedroom House for sale in Lucknow,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-garden-city-floors-gurgaon-2245-sq-ft-r1-spid-X69268148,(209 sq.m.) Plot Area,"Lucknow, Gurgaon, Haryana"
305,4 Bedroom House for sale in Pataudi Road,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pataudi-road-gurgaon-8712080-sq-ft-spid-S69607180,(809371 sq.m.) Plot Area,"Pataudi Road, Gurgaon, Haryana"
306,8 Bedroom House for sale in Surya Vihar,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-surya-vihar-gurgaon-972-sq-ft-r2-spid-R57077514,(90 sq.m.) Plot Area,"Surya Vihar, Gurgaon, Haryana"
307,4 Bedroom House for sale in Ravi Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ravi-nagar-gurgaon-200-sq-ft-r7-spid-O27405853,(19 sq.m.) Plot Area,"15/2 Gali No 3, Ravi Nagar, Gurgaon, Haryana"
308,5 Bedroom House for sale in Sector 81 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-5480-sq-ft-to-5840-sq-ft-npspid-P69598056,(509-543 sq.m.) Built-up Area,"Sector 81 Gurgaon, Gurgaon, Haryana"
309,9 Bedroom House for sale in Subhash Nagar,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-subhash-nagar-gurgaon-1800-sq-ft-spid-L69597572,(167 sq.m.) Plot Area,"Subhash Nagar, Gurgaon, Haryana"
310,3 Bedroom House for sale in Sector 38 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-38-gurgaon-1720-sq-ft-spid-L69594452,(160 sq.m.) Plot Area,"Sector 38 Gurgaon, Gurgaon, Haryana"
311,2 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-9000-sq-ft-spid-P69594254,(135 sq.m.) Plot Area,"Sector 56 Gurgaon, Gurgaon, Haryana"
312,4 Bedroom House for sale in Sector-33 Sohna,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-3700-sq-ft-npspid-H69568144,(344 sq.m.) Built-up Area,"Sector-33 Sohna, Gurgaon, Haryana"
313,6 Bedroom House for sale in Sector 70 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-tulip-ivory-sector-70-gurgaon-7500-sq-ft-npspid-Y69564454,(697 sq.m.) Built-up Area,"Sector 70 Gurgaon, Gurgaon, Haryana"
314,3 Bedroom House for sale in Sector 105 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-105-gurgaon-1200-sq-ft-spid-T69560398,(111 sq.m.) Built-up Area,"Rajendra Park Sector 105, Rajendra Park, Sector 105, Gurgaon, Sector 105 Gurgaon, Gurgaon, Haryana"
315,5 Bedroom House for sale in Jyoti Park,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-992-sq-ft-spid-N69560152,(92 sq.m.) Plot Area,"Jyoti Park, Gurgaon, Haryana"
316,6 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-6000-sq-ft-spid-Q69559220,(557 sq.m.) Built-up Area,"Sikandarpur To Dlf Phase 2, DLF Phase 2, Gurgaon, Haryana"
317,12 Bedroom House for sale in Malibu Town,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towne-malibu-town-gurgaon-1600-sq-ft-spid-B69557146,(149 sq.m.) Built-up Area,"Redwood 14, Malibu Town, Gurgaon, Haryana"
318,5 Bedroom House for sale in Sector 28 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-essel-towers-sector-28-gurgaon-5000-sq-ft-r1-spid-W65205736,(465 sq.m.) Plot Area,"Sector 28 Gurgaon, Gurgaon, Haryana"
319,3 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3800-sq-ft-npspid-P69542300,(353 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
320,9 Bedroom House for sale in C Block Sushant Lok Phase 1,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-3510-sq-ft-spid-V69541138,(326 sq.m.) Plot Area,"C Block Sushant Lok Phase 1, Gurgaon, Haryana"
321,5 Bedroom House for sale in Bhim Nagar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-bhim-nagar-gurgaon-67-sq-ft-r2-spid-X61115738,(6 sq.m.) Plot Area,"H.N0- 159, Bhim Nagar, Gurgaon, Haryana"
322,4 Bedroom House for sale in Jyoti Park,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-330-sq-ft-spid-M69535664,(31 sq.m.) Built-up Area,"Jyoti Park, Sector 7, Jyoti Park, Gurgaon, Haryana"
323,6 Bedroom House for sale in Nirvana Country,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-4861-sq-ft-spid-H69535654,(452 sq.m.) Built-up Area,"Nirvana Country, Sector 50, Nirvana Country, Gurgaon, Haryana"
324,9 Bedroom House for sale in Sector 12 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-anamika-enclave-sector-12-gurgaon-9000-sq-ft-r1-spid-U64211740,(385 sq.m.) Plot Area,"9/77/27, Sector 12 Gurgaon, Gurgaon, Haryana"
325,5 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-1800-sq-ft-spid-Y69533924,(167 sq.m.) Built-up Area,"Phase 2, Laxman Vihar, Gurgaon, Haryana"
326,3 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-2400-sq-ft-spid-K69533336,(223 sq.m.) Built-up Area,"1248 B, Near Hanuman Mandir, Laxman Vihar, Gurgaon, Haryana"
327,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5815-sq-ft-npspid-O69520110,(540 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
328,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3909-sq-ft-npspid-S69520108,(363 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
329,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-5036-sq-ft-to-7330-sq-ft-npspid-V69520104,(468-681 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
330,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-3147-sq-ft-to-3854-sq-ft-npspid-Z69520102,(292-358 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
331,3 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-3153-sq-ft-npspid-E69520100,(293 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
332,4 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-not-applicable-laxman-vihar-gurgaon-360-sq-ft-spid-R69518054,(33 sq.m.) Plot Area,"Laxman Vihar, Gurgaon, Haryana"
333,6 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-990-sq-ft-spid-Z69515126,(92 sq.m.) Built-up Area,"1076/31, Phase 1 Opposite Apna Enclave Laxman Vihar, Laxman Vihar, Gurgaon, Haryana"
334,2 Bedroom House for sale in Shakti Nagar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-shakti-nagar-gurgaon-1000-sq-ft-spid-I69514276,(93 sq.m.) Plot Area,"Shakti Nagar, Gurgaon, Haryana"
335,5 Bedroom House for sale in Sector 37D Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-37-d-gurgaon-1900-sq-ft-r1-spid-M62190402,(177 sq.m.) Plot Area,"Sector 37D Gurgaon, Gurgaon, Haryana"
336,2 Bedroom House for sale in Baldev Nagar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-baldev-nagar-gurgaon-900-sq-ft-spid-F69510934,(84 sq.m.) Built-up Area,"Baldev Nagar, Sector 9, Baldev Nagar, Gurgaon, Haryana"
337,2 Bedroom House for sale in Shivpuri,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-shivpuri-gurgaon-1800-sq-ft-spid-X69503654,(167 sq.m.) Plot Area,"Gurgaon Sector -7, Shivpuri, Gurgaon, Haryana"
338,4 Bedroom House for sale in New Basti,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-basti-gurgaon-800-sq-ft-r5-spid-K32028897,(74 sq.m.) Built-up Area,"H No 375/16, Near Anandpur Kutia, New Basti, Gurgaon, Haryana"
339,10 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-8286-sq-ft-spid-V69476552,(34 sq.m.) Plot Area,"Huda Plots, Sector 56 Gurgaon, Gurgaon, Haryana"
340,1 Bedroom House for sale in Rajiv Nagar,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-rajiv-nagar-gurgaon-936-sq-ft-spid-P69474434,(87 sq.m.) Built-up Area,"Rajiv Nagar, Sector 13, Rajiv Nagar, Gurgaon, Haryana"
341,2 Bedroom House for sale in Vishnu Garden,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vishnu-garden-gurgaon-450-sq-ft-spid-C69473030,(42 sq.m.) Plot Area,"Vishnu Garden, Gurgaon, Haryana"
342,6 Bedroom House for sale in Acharya Puri,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-acharya-puri-gurgaon-1548-sq-ft-r1-spid-P50303478,(144 sq.m.) Built-up Area,0
343,10 Bedroom House for sale in Bhondsi,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-bhondsi-gurgaon-3500-sq-ft-r1-spid-F66612390,(325 sq.m.) Plot Area,"Bhondsi, Gurgaon, Bhondsi, Gurgaon, Haryana"
344,2 Bedroom House for sale in Sector 105 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-105-gurgaon-100-sq-ft-spid-E69442302,(9 sq.m.) Built-up Area,"Sector 105, Sector 105 Gurgaon, Gurgaon, Haryana"
345,3 Bedroom House for sale in Arjun Nagar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-arjun-nagar-gurgaon-550-sq-ft-spid-T69442260,(51 sq.m.) Built-up Area,"Arjun Nagar, Sector 8, Arjun Nagar, Gurgaon, Haryana"
346,3 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-10000-sq-ft-spid-K69442210,(929 sq.m.) Carpet Area,"DLF Phase 2, Gurgaon, Haryana"
347,4 Bedroom House for sale in Sector 92 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-92-gurgaon-2360-sq-ft-spid-K69442176,(219 sq.m.) Built-up Area,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana"
348,4 Bedroom House for sale in Sector 108 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-108-gurgaon-3000-sq-ft-spid-C69442088,(279 sq.m.) Built-up Area,"Sector 108, Sector 108 Gurgaon, Gurgaon, Haryana"
349,2 Bedroom House for sale in Ashok Vihar Phase 3 Extension,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-3-extension-gurgaon-1100-sq-ft-spid-A69442080,(102 sq.m.) Built-up Area,"Ashok Vihar Phase 3 Extension, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana"
350,6 Bedroom House for sale in Ashok Vihar Phase 3 Extension,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-3-extension-gurgaon-3000-sq-ft-spid-O69442076,(279 sq.m.) Built-up Area,"Ashok Vihar Phase 3 Extension, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana"
351,3 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-109-gurgaon-2360-sq-ft-spid-Q69442064,(219 sq.m.) Built-up Area,"Sector 109, Sector 109 Gurgaon, Gurgaon, Haryana"
352,2 Bedroom House for sale in Garhi Harsaru,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsau-gurgaon-145-sq-ft-spid-N69442062,(13 sq.m.) Built-up Area,"Garhi Harsaru, Garhi Harsaru, Gurgaon, Haryana"
353,3 Bedroom House for sale in Arjun Nagar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-arjun-nagar-gurgaon-800-sq-ft-spid-D69442060,(33 sq.m.) Plot Area,0
354,2 Bedroom House for sale in Palam Vihar Extension,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-gurgaon-525-sq-ft-spid-W69442046,(49 sq.m.) Carpet Area,0
355,2 Bedroom House for sale in Rajiv Nagar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-rajiv-nagar-gurgaon-72-sq-ft-spid-N69442044,(7 sq.m.) Built-up Area,0
356,7 Bedroom House for sale in Surya Vihar,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-surya-vihar-gurgaon-4000-sq-ft-spid-Z69442030,(372 sq.m.) Built-up Area,0
357,4 Bedroom House for sale in Pratap Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pratap-nagar-gurgaon-2504-sq-ft-spid-K69442020,(233 sq.m.) Built-up Area,"Pratap Nagar, Pratap Nagar, Gurgaon, Haryana"
358,1 Bedroom House for sale in Baldev Nagar,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-baldev-nagar-gurgaon-630-sq-ft-spid-O69442000,(59 sq.m.) Built-up Area,0
359,2 Bedroom House for sale in New Palam Vihar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-gurgaon-875-sq-ft-spid-I69431152,(84 sq.m.) Plot Area,0
360,1 Bedroom House for sale in Subhash Nagar,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-subhash-nagar-gurgaon-900-sq-ft-spid-W69421316,(84 sq.m.) Carpet Area,0
361,4 Bedroom House for sale in Sector 1 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-1-gurgaon-2200-sq-ft-spid-V69418002,(204 sq.m.) Built-up Area,0
362,"4 Bedroom House for sale in anand garden, sector-105 gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-1800-sq-ft-r8-spid-Z38925775,(209 sq.m.) Plot Area,0
363,4 Bedroom House for sale in Sector 10A Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-a-gurgaon-3312-sq-ft-spid-E69404082,(308 sq.m.) Plot Area,0
364,4 Bedroom House for sale in Sector 13 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-13-gurgaon-891-sq-ft-spid-I69393830,(83 sq.m.) Plot Area,0
365,3 Bedroom House for sale in Sector 31 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-2367-sq-ft-r2-spid-H54961618,(220 sq.m.) Plot Area,0
366,2 Bedroom House for sale in Dhunela,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dhunela-gurgaon-1210-sq-ft-r1-spid-H66479392,(112 sq.m.) Built-up Area,0
367,7 Bedroom House for sale in Sector 3A Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-a-gurgaon-2500-sq-ft-r2-spid-D53721428,(232 sq.m.) Plot Area,0
368,12 Bedroom House for sale in Heera Nagar,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-heera-nagar-gurgaon-900-sq-ft-spid-O69348840,(84 sq.m.) Plot Area,0
369,4 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-440-sq-ft-spid-C69348128,(41 sq.m.) Plot Area,0
370,34 Bedroom House for sale in Manohar Nagar,https://www.99acres.com/34-bhk-bedroom-independent-house-villa-for-sale-in-manohar-nagar-gurgaon-4500-sq-ft-spid-R69330592,(418 sq.m.) Plot Area,"230/26, Manohar Nagar, Gurgaon, Haryana"
371,2 Bedroom House for sale in Sector 5 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-gurgaon-1000-sq-ft-spid-Z69319330,(93 sq.m.) Built-up Area,0
372,4 Bedroom House for sale in Sohna,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sohna-gurgaon-1800-sq-ft-r1-spid-H63998330,(167 sq.m.) Plot Area,0
373,4 Bedroom House for sale in Sector 52 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-52-gurgaon-2160-sq-ft-r1-spid-L66743184,(201 sq.m.) Built-up Area,0
374,4 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-585-sq-ft-r1-spid-R65283270,(54 sq.m.) Plot Area,"Laxman Vihar, Gurgaon, Haryana"
375,4 Bedroom House for sale in Arjun Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-arjun-nagar-gurgaon-558-sq-ft-spid-W69287014,(52 sq.m.) Plot Area,"Arjun Nagar, Gurgaon, Haryana"
376,4 Bedroom House for sale in Vir Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vir-nagar-gurgaon-802-sq-ft-r1-spid-S64473956,(75 sq.m.) Carpet Area,"Veer Nagar, Gurgaon, Haryana, India, Vir Nagar, Gurgaon, Haryana"
377,2 Bedroom House for sale in Madanpuri,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-madanpuri-gurgaon-450-sq-ft-spid-O69262328,(42 sq.m.) Plot Area,"Madanpuri, Gurgaon, Haryana"
378,5 Bedroom House for sale in Sector 82A Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-82-a-gurgaon-5140-sq-ft-spid-O69258128,(478 sq.m.) Built-up Area,"Sector 82a, Sector 82A Gurgaon, Gurgaon, Haryana"
379,3 Bedroom House for sale in Bhim Nagar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-bhim-nagar-gurgaon-612-sq-ft-spid-T69242450,(57 sq.m.) Plot Area,"Bhim Nagar, Gurgaon, Haryana"
380,4 Bedroom House for sale in Surat Nagar 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-1-gurgaon-370-sq-ft-spid-A69226710,(34 sq.m.) Plot Area,"Surat Nagar 1, Gurgaon, Haryana"
381,1 Bedroom House for sale in Hno 13 Sagar enclave Sura,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-954-sq-ft-spid-V69225994,(89 sq.m.) Plot Area,"Hno 13 Sagar enclave Sura, Gurgaon, Haryana"
382,2 Bedroom House for sale in Sector 13 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-13-gurgaon-1426-sq-ft-spid-O69220384,(132 sq.m.) Plot Area,"Hno. 26, A Block, Sector 13 Gurgaon, Gurgaon, Haryana"
383,2 Bedroom House for sale in Sector 17A Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-17-a-gurgaon-945-sq-ft-r3-spid-W62127086,(71 sq.m.) Plot Area,"Sector 17A Gurgaon, Gurgaon, Haryana"
384,3 Bedroom House for sale in New Palam Vihar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-gurgaon-1080-sq-ft-r4-spid-K38173331,(100 sq.m.) Plot Area,"Q-148, New Palam Vihar, Phase-2, Near Royal Oak International School, Near Dwarka Expressway, New Palam Vihar, Gurgaon, Haryana"
385,3 Bedroom House for sale in Hira Nagar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-hira-nagar-gurgaon-1080-sq-ft-r1-spid-C66250376,(100 sq.m.) Built-up Area,"Hira Nagar, Gurgaon, Haryana"
386,3 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-1130-sq-ft-spid-D69166642,(105 sq.m.) Built-up Area,"Laxman Vihar Industrial Area, Sector 3a, Laxman Vihar, Gurgaon, Haryana"
