,property_name,link,area,address
830,4 Bedroom House for sale in Sector 91 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-sector-91-gurgaon-3400-sq-ft-spid-A68671054,(316 sq.m.) Plot Area,"Sector 91 Gurgaon, Gurgaon, Haryana"
831,4 Bedroom House for sale in Sector 86 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-3400-sq-ft-spid-I68670824,(316 sq.m.) Plot Area,"Sector 86 Gurgaon, Gurgaon, Haryana"
832,4 Bedroom House for sale in Sector 86 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2800-sq-ft-r1-spid-W66972060,(297 sq.m.) Plot Area,"Sector 86 Gurgaon, Gurgaon, Haryana"
833,8 Bedroom House for sale in B1 Block Sector 57 Gurgaon,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-b1-block-sector-57-gurgaon-1449-sq-ft-spid-W69913580,(135 sq.m.) Plot Area,"B1 Block Sector 57 Gurgaon, Gurgaon, Haryana"
834,6 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4518-sq-ft-spid-Z69661544,(420 sq.m.) Plot Area,"111, DLF Phase 1, Gurgaon, Haryana"
835,6 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansal-sushant-residency-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-K69632360,(251 sq.m.) Plot Area,"C-Block, Sushant Lok Phase 3, Gurgaon, Haryana"
836,6 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-florence-villa-sushant-lok-phase-3-gurgaon-3450-sq-ft-spid-X69488470,(321 sq.m.) Plot Area,"E-Block, Sushant Lok Phase 3, Gurgaon, Haryana"
837,4 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-2844-sq-ft-spid-A69428298,(264 sq.m.) Plot Area,"DLF Phase 4, Gurgaon, Haryana"
838,8 Bedroom House for sale in Uppals Southend,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-uppals-southend-gurgaon-2880-sq-ft-spid-A68250960,(268 sq.m.) Plot Area,"S-Block, Uppals Southend, Gurgaon, Haryana"
839,6 Bedroom House for sale in Uppals Southend,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-uppal-southend-uppals-southend-gurgaon-2880-sq-ft-spid-V68250404,(268 sq.m.) Plot Area,"B-Block, Uppals Southend, Gurgaon, Haryana"
840,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-360-sq-ft-spid-D70180330,(33 sq.m.) Plot Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
841,4 Bedroom House for sale in Malibu Town,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-576-sq-ft-spid-I70178342,(54 sq.m.) Plot Area,"Malibu Town, Gurgaon, Haryana"
842,5 Bedroom House for sale in Sector 33 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-r3-spid-H66359240,(420 sq.m.) Plot Area,"A-8, Sector 33 Gurgaon, Gurgaon, Haryana"
843,5 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-T69775462,(418 sq.m.) Plot Area,"DLF Phase 1, Gurgaon, Haryana"
844,3 Bedroom House for sale in South City 1,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-south-city-1-south-city-1-gurgaon-1800-sq-ft-spid-Q69713444,(201 sq.m.) Plot Area,"Block M Brand New Floors, South City 1, Gurgaon, Haryana"
845,4 Bedroom House for sale in Mayfield Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mayfield-garden-gurgaon-2700-sq-ft-spid-H69681234,(251 sq.m.) Plot Area,"Mayfield Garden, Gurgaon, Haryana"
846,8 Bedroom House for sale in Sector 10A Gurgaon,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-a-gurgaon-1836-sq-ft-spid-J69608530,(171 sq.m.) Plot Area,"Sector 10A Gurgaon, Gurgaon, Haryana"
847,3 Bedroom House for sale in Sector 37D Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-city-sector-37-d-gurgaon-1570-sq-ft-r1-spid-O65646706,(146 sq.m.) Plot Area,"Dwarka Expressway, Sector 37D Gurgaon, Gurgaon, Haryana"
848,3 Bedroom House for sale in Sector 81 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-city-81-sector-81-gurgaon-1095-sq-ft-r1-spid-G65646982,(102 sq.m.) Plot Area,"Pataudi Road, Sector 81 Gurgaon, Gurgaon, Haryana"
849,5 Bedroom House for sale in Palam Vihar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-r1-spid-B67592164,(226 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana"
850,16 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-2430-sq-ft-spid-G68320022,(226 sq.m.) Plot Area,"Super Mart 2, DLF Phase 4, Gurgaon, Haryana"
851,4 Bedroom House for sale in Sector 42 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-central-park-sector-42-gurgaon-3315-sq-ft-spid-U69241434,(308 sq.m.) Plot Area,"222, Sector 42 Gurgaon, Gurgaon, Haryana"
852,5 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-4500-sq-ft-spid-X69714856,(418 sq.m.) Plot Area,"027, Sector 66 Gurgaon, Gurgaon, Haryana"
853,5 Bedroom House for sale in Nirvana Country,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-N69179202,(301 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
854,3 Bedroom House for sale in B Block Sushant Lok Phase 1,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-H69942904,(251 sq.m.) Plot Area,"B Block Sushant Lok Phase 1, Gurgaon, Haryana"
855,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-E69756874,(301 sq.m.) Plot Area,"4 Bed And 4 Bathroom, Sector 48 Gurgaon, Gurgaon, Haryana"
856,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-2700-sq-ft-r4-spid-D64135238,(251 sq.m.) Plot Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
857,5 Bedroom House for sale in Sector 112 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-experion-windchants-sector-112-gurgaon-67050-sq-ft-r1-spid-L67975250,(376 sq.m.) Plot Area,"Sector 112 Gurgaon, Gurgaon, Haryana"
858,8 Bedroom House for sale in Palam Vihar,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-7200-sq-ft-spid-W68241700,(669 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana"
859,12 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-2700-sq-ft-spid-A69217974,(253 sq.m.) Plot Area,"Dlf Phase 1, DLF Phase 1, Gurgaon, Haryana"
860,5 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1350-sq-ft-spid-R70186684,(125 sq.m.) Plot Area,"DLF Phase 2, Gurgaon, Haryana"
861,12 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-1728-sq-ft-spid-W70178878,(161 sq.m.) Plot Area,"Sushant Lok Phase 3, Gurgaon, Haryana"
862,4 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-O70046168,(350 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana"
863,5 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-3618-sq-ft-spid-F69573494,(336 sq.m.) Plot Area,"DLF Phase 2, Gurgaon, Haryana"
864,4 Bedroom House for sale in Sector 26 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-26-gurgaon-4518-sq-ft-spid-U70115748,(420 sq.m.) Plot Area,"G-7/6, Sector 26 Gurgaon, Gurgaon, Haryana"
865,4 Bedroom House for sale in Sector 26 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-26-gurgaon-3771-sq-ft-spid-J70115540,(350 sq.m.) Plot Area,"F-5/10, Sector 26 Gurgaon, Gurgaon, Haryana"
866,5 Bedroom House for sale in Nirvana Country,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-3240-sq-ft-spid-E69549126,(301 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
867,5 Bedroom House for sale in Nirvana Country,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-W69179004,(301 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
868,4 Bedroom House for sale in Palam Vihar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2400-sq-ft-spid-B66375136,(223 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana"
869,6 Bedroom House for sale in South City,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-south-city-gurgaon-4500-sq-ft-spid-T69857650,(418 sq.m.) Plot Area,"South City, Gurgaon, Haryana"
870,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-6228-sq-ft-spid-F69665426,(579 sq.m.) Plot Area,"040, Sector 109 Gurgaon, Gurgaon, Haryana"
871,12 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-luxury-dlf-city-floors-dlf-city-phase-1-gurgaon-1800-sq-ft-spid-X67105886,(167 sq.m.) Plot Area,"A Block Dlf-1, DLF Phase 1, Gurgaon, Haryana"
872,4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-1980-sq-ft-r3-spid-O66211132,(201 sq.m.) Plot Area,"157, Nirvana Country, Gurgaon, Haryana"
873,4 Bedroom House for sale in Sector 86 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-3194-sq-ft-spid-P68426542,(297 sq.m.) Plot Area,"Th98, Sector 86 Gurgaon, Gurgaon, Haryana"
874,12 Bedroom House for sale in C Block Sushant Lok Phase 1,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-1935-sq-ft-r2-spid-J64189834,(180 sq.m.) Plot Area,"C Block Sushant Lok Phase 1, Gurgaon, Haryana"
875,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3600-sq-ft-spid-J70153062,(334 sq.m.) Plot Area,"A123, Sector 109 Gurgaon, Gurgaon, Haryana"
876,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-6228-sq-ft-spid-E70141454,(579 sq.m.) Plot Area,"A123, Sector 109 Gurgaon, Gurgaon, Haryana"
877,8 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-C68217454,(350 sq.m.) Plot Area,"B-Block, Sushant Lok Phase 1, Gurgaon, Haryana"
878,9 Bedroom House for sale in Sector 47 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-47-gurgaon-1935-sq-ft-spid-F70089250,(180 sq.m.) Plot Area,"02120, Sector 47 Gurgaon, Gurgaon, Haryana"
879,4 Bedroom House for sale in Sector 31 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1449-sq-ft-spid-I69623900,(135 sq.m.) Plot Area,"011, Sector 31 Gurgaon, Gurgaon, Haryana"
880,4 Bedroom House for sale in Sector 91 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-91-gurgaon-2430-sq-ft-spid-R69964752,(226 sq.m.) Plot Area,"Sector 91 Gurgaon, Gurgaon, Haryana"
881,4 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-florence-villa-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-I69531402,(251 sq.m.) Plot Area,"B Block, Sushant Lok Phase 3, Gurgaon, Haryana"
882,4 Bedroom House for sale in Sector 54 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-the-palm-springs-sector-54-gurgaon-2250-sq-ft-spid-O69482346,(209 sq.m.) Plot Area,"The Palm Springs Villa, Sector 54 Gurgaon, Gurgaon, Haryana"
883,4 Bedroom House for sale in Sector 82 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-the-seven-lamps-sector-82-gurgaon-2425-sq-ft-spid-Z69276224,(225 sq.m.) Plot Area,"Sector 82 Gurgaon, Gurgaon, Haryana"
884,3 Bedroom House for sale in Sector 83 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vatika-india-next-sector-83-gurgaon-2160-sq-ft-spid-T70114554,(201 sq.m.) Plot Area,"Sector 83 Gurgaon, Gurgaon, Haryana"
885,9 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-K69590498,(251 sq.m.) Plot Area,"Sushant Lok Phase 3, Gurgaon, Haryana"
886,5 Bedroom House for sale in B Block Sushant Lok Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-5490-sq-ft-spid-N69295258,(510 sq.m.) Plot Area,"B Block Sushant Lok Phase 1, Gurgaon, Haryana"
887,3 Bedroom House for sale in Sector 14 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-spid-N69165562,(209 sq.m.) Plot Area,"Sector 14 Gurgaon, Gurgaon, Haryana"
888,9 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-3240-sq-ft-r1-spid-L68674708,(301 sq.m.) Plot Area,"House No-, DLF Phase 4, Gurgaon, Haryana"
889,4 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-florence-villa-sushant-lok-phase-3-gurgaon-1665-sq-ft-spid-Y69091740,(155 sq.m.) Plot Area,"112, Sushant Lok Phase 3, Gurgaon, Haryana"
890,8 Bedroom House for sale in Mayfield Garden,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-mayfield-garden-gurgaon-74340-sq-ft-spid-P70096892,(4699 sq.m.) Plot Area,"12356, Mayfield Garden, Gurgaon, Haryana"
891,9 Bedroom House for sale in Sector 45 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-unitech-greenwood-city-sector-45-gurgaon-2160-sq-ft-spid-R69579480,(201 sq.m.) Plot Area,"Sector 45 Gurgaon, Gurgaon, Haryana"
892,5 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-V68392090,(251 sq.m.) Plot Area,"B Block, Sushant Lok Phase 1, Gurgaon, Haryana"
893,5 Bedroom House for sale in Greenwood City,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-3240-sq-ft-spid-C68028942,(301 sq.m.) Plot Area,"Greenwood City, Gurgaon, Haryana"
894,6 Bedroom House for sale in Sector 22 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-saksham-welfare-association-sector-22-gurgaon-2366-sq-ft-spid-J69986810,(220 sq.m.) Plot Area,0
895,3 Bedroom House for sale in Nirvana Country,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-birch-court-nirvana-country-gurgaon-3240-sq-ft-spid-T69900704,(301 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
896,3 Bedroom House for sale in Nirvana Country,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-3240-sq-ft-spid-W69900620,(301 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
897,4 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-astaire-gardens-sector-70-a-gurgaon-2691-sq-ft-spid-R69569176,(250 sq.m.) Plot Area,"678, Sector 70A Gurgaon, Gurgaon, Haryana"
898,5 Bedroom House for sale in Sector 73 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-alameda-sector-73-gurgaon-9000-sq-ft-spid-I69434116,(450 sq.m.) Plot Area,"Alameda, Sector 73 Gurgaon, Gurgaon, Haryana"
899,7 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-ansal-sushant-lok-plots-sushant-lok-phase-1-gurgaon-9000-sq-ft-spid-V69310762,(350 sq.m.) Plot Area,"Built Up House, Park And North Facing, Sushant Lok Phase 1, Gurgaon, Haryana"
900,12 Bedroom House for sale in Sector 40 Gurgaon,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-9000-sq-ft-spid-E69310182,(220 sq.m.) Plot Area,"Adjoining 30mtr Road Building On Sale, Sector 40 Gurgaon, Gurgaon, Haryana"
901,4 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-E70408864,(418 sq.m.) Built-up Area,"DLF Phase 1, Gurgaon, Haryana"
902,3 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-H69998944,(301 sq.m.) Plot Area,"001, Sector 48 Gurgaon, Gurgaon, Haryana"
903,3 Bedroom House for sale in Sector 14 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-rwa-sector-14-gurgaon-3249-sq-ft-spid-F70044510,(302 sq.m.) Plot Area,"Mg Road, Sector 14 Gurgaon, Gurgaon, Haryana"
904,3 Bedroom House for sale in Sector 4 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-N69450068,(209 sq.m.) Plot Area,"Sector 4 Gurgaon, Gurgaon, Haryana"
905,6 Bedroom House for sale in Sector 67 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ireo-victory-valley-sector-67-gurgaon-3600-sq-ft-spid-B69964900,(334 sq.m.) Plot Area,"126, Sector 67 Gurgaon, Gurgaon, Haryana"
906,3 Bedroom House for sale in Rosewood,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-gurgaon-1900-sq-ft-spid-E70255082,(167 sq.m.) Plot Area,"3 Bhk With 3 Bath Independent Villa For Sale At Rosewood City Gurgaon Haryana, Rosewood, Gurgaon, Haryana"
907,3 Bedroom House for sale in Rosewood,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-gurgaon-1377-sq-ft-r1-spid-U67940262,(128 sq.m.) Plot Area,"4 Bhk Villa For Sale In Rosewood 151 Sqyd, Rosewood, Gurgaon, Haryana"
908,9 Bedroom House for sale in Sector 47 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-47-gurgaon-4650-sq-ft-spid-P70368292,(181 sq.m.) Plot Area,"Sector 47 Gurgaon, Gurgaon, Haryana"
909,12 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-1800-sq-ft-spid-R70359870,(167 sq.m.) Plot Area,"C64, DLF Phase 1, Gurgaon, Haryana"
910,4 Bedroom House for sale in Sector 81 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-5480-sq-ft-spid-U69605056,(509 sq.m.) Plot Area,"Sector 81, Sector 81 Gurgaon, Gurgaon, Haryana"
911,4 Bedroom House for sale in Sushant Lok Phase 3,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-1728-sq-ft-spid-L69405836,(161 sq.m.) Plot Area,"E 73, Sushant Lok Phase 3, Gurgaon, Haryana"
912,4 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-1449-sq-ft-spid-N68716724,(135 sq.m.) Plot Area,"242, Sector 56 Gurgaon, Gurgaon, Haryana"
913,16 Bedroom House for sale in Sushant Lok Phase 2,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-2-gurgaon-2700-sq-ft-spid-V68700636,(251 sq.m.) Plot Area,"342, Sushant Lok Phase 2, Gurgaon, Haryana"
914,3 Bedroom House for sale in Sushant Lok Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-2-gurgaon-1620-sq-ft-spid-A68646462,(151 sq.m.) Plot Area,"Block A, Sushant Lok Phase 2, Gurgaon, Haryana"
915,10 Bedroom House for sale in South City 1,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-unitech-palms-south-city-1-south-city-1-gurgaon-7500-sq-ft-spid-F70038696,(301 sq.m.) Plot Area,"K-222, South City 1, Gurgaon, Haryana"
916,9 Bedroom House for sale in South City 1,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-unitech-palms-south-city-1-south-city-1-gurgaon-5000-sq-ft-spid-G70038692,(301 sq.m.) Plot Area,"K-111, South City 1, Gurgaon, Haryana"
917,3 Bedroom House for sale in Sector 49 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-villas-sector-49-gurgaon-1900-sq-ft-r1-spid-Y68580388,(142 sq.m.) Plot Area,"A22, Sector 49 Gurgaon, Gurgaon, Haryana"
918,3 Bedroom House for sale in Sector 49 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-villas-sector-49-gurgaon-1900-sq-ft-r1-spid-Z68912250,(142 sq.m.) Plot Area,"A11, Sector 49 Gurgaon, Gurgaon, Haryana"
919,3 Bedroom House for sale in Sector 49 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-2000-sq-ft-r1-spid-V68912558,(159 sq.m.) Plot Area,"B23, Sector 49 Gurgaon, Gurgaon, Haryana"
920,4 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-2430-sq-ft-spid-D70213920,(226 sq.m.) Plot Area,"Dlf Phase 4, Gurugram, DLF Phase 4, Gurgaon, Haryana"
921,6 Bedroom House for sale in V Block DLF Phase 3,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-v-block-dlf-phase-3-gurgaon-2844-sq-ft-spid-E70202104,(264 sq.m.) Plot Area,"V Block Dlf Phase 3, Gurugram, V Block DLF Phase 3, Gurgaon, Haryana"
922,5 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3240-sq-ft-spid-X69790500,(301 sq.m.) Plot Area,"Emaar Mgf Marbella, Sector 66, Gurugram, Sector 66 Gurgaon, Gurgaon, Haryana"
923,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3600-sq-ft-spid-P69790258,(334 sq.m.) Plot Area,"Sobha International City, Sector 109, Gurugram, Sector 109 Gurgaon, Gurgaon, Haryana"
924,4 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-9000-sq-ft-spid-V69736746,(836 sq.m.) Plot Area,"Dlf Phase 1, Gurugram, DLF Phase 1, Gurgaon, Haryana"
925,4 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1800-sq-ft-spid-Q69690592,(167 sq.m.) Plot Area,"Dlf Phase 2, Gurugram, DLF Phase 2, Gurgaon, Haryana"
926,4 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-4860-sq-ft-spid-M69616474,(50 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana"
